Keyword,URL,Search Intents,SERP Features,Search Volume,Keyword Difficulty,CPC,Position,Organic Traffic,Competition,Competition Level,Results,SERP Updated At,Backlinks,Dofollow,Referring Domains,Referring Main Domains,Referring Pages,Avg Main Domain Rank,Avg Rank,Avg Referring Domains,Avg Referring Main Domains,Avg Backlinks,Avg Dofollow,Low Top Of Page Bid,High Top Of Page Bid
ceramic automotive coatings,https://www.uniqueautoinc.ca/ceramic-coating/,"transactional,navigational,commercial","people_also_ask,popular_products,local_pack,related_searches",2900,21,2.26,36,6,0.99,HIGH,18000000,2025-11-17 23:08:03 +00:00,10.00,5.00,4.00,4.00,5.00,447.90,143.80,90.20,88.80,890.30,768.10,0.58,2.97
window tint levels,https://www.uniqueautoinc.ca/how-much-should-you-tint-car-windows/,"commercial,navigational","images,people_also_ask,related_searches",260,0,0.47,36,0,0.25,LOW,13200000,2025-12-13 15:36:45 +00:00,,,,,,327.50,15.30,3.10,3.10,3.70,0.80,0.69,1.67
diversity auto films,https://www.uniqueautoinc.ca/,"navigational,commercial","people_also_ask,related_searches,third_party_reviews,google_reviews,knowledge_graph,images",210,2,,36,0,0.08,LOW,13500000,2025-12-17 05:29:05 +00:00,54.00,29.00,34.00,33.00,44.00,601.80,55.40,6.30,6.30,234.70,118.70,0.78,2.89
glass ceramic coating,https://www.uniqueautoinc.ca/ceramic-coating/,"transactional,commercial","popular_products,people_also_ask,video,discussions_and_forums,people_also_search,related_searches,images",210,0,0.61,36,0,1.00,HIGH,68100000,2025-11-09 04:59:53 +00:00,10.00,5.00,4.00,4.00,5.00,382.10,24.60,1.40,1.30,3.10,2.50,0.35,2.64
insta tints scarborough,https://www.uniqueautoinc.ca/,"commercial,navigational","people_also_ask,related_searches,google_reviews,knowledge_graph,images",210,0,4.39,36,0,0.28,LOW,5050,2025-11-29 16:28:04 +00:00,54.00,29.00,34.00,33.00,44.00,584.10,15.50,0.10,0.10,0.10,0.10,0.87,3.30
sindicate auto salon,https://www.uniqueautoinc.ca/,"navigational,commercial","video,related_searches,knowledge_graph,google_reviews,third_party_reviews,images",170,0,,36,0,0.03,LOW,10200,2025-11-25 18:54:07 +00:00,54.00,29.00,34.00,33.00,44.00,739.20,14.40,5.00,4.70,6.10,4.20,,
custom tint peterborough,https://www.uniqueautoinc.ca/,"commercial,navigational","people_also_ask,related_searches,knowledge_graph,google_reviews",140,0,4.62,36,0,0.06,LOW,121000,2025-10-17 23:28:39 +00:00,54.00,29.00,34.00,33.00,44.00,537.80,7.80,0.10,0.10,0.10,0.10,1.25,5.87
car care 3m,https://www.uniqueautoinc.ca/where-to-buy-3m-ceramic-coating/,"commercial,transactional,navigational","ai_overview,popular_products,related_searches,google_reviews,knowledge_graph,images",110,0,0.75,36,0,0.51,MEDIUM,111000000,2025-12-14 15:17:53 +00:00,,,,,,412.10,39.40,5.50,4.90,13.70,11.90,0.35,1.37
window tint levels car,https://www.uniqueautoinc.ca/how-much-should-you-tint-car-windows/,"commercial,transactional","ai_overview,images,video,popular_products,related_searches",50,0,1.04,37,0,0.52,MEDIUM,19900000,2025-10-24 18:11:16 +00:00,,,,,,263.60,3.00,0.20,0.20,0.20,0.00,0.30,2.10
xpel vs suntek,https://www.uniqueautoinc.ca/which-paint-protection-film-is-the-best/,transactional,"ai_overview,people_also_ask,related_searches",50,0,,37,0,0.03,LOW,306000,2025-10-21 12:21:16 +00:00,,,,,,344.70,4.30,0.10,0.10,0.10,0.10,,
cleaning tires,https://www.uniqueautoinc.ca/how-to-detail-tire-rim-and-wheel/,"commercial,navigational","people_also_ask,video,popular_products,discussions_and_forums,carousel,related_searches",590,0,0.39,38,1,1.00,HIGH,158000000,2025-11-09 00:50:45 +00:00,,,,,,581.90,30.90,2.90,2.80,3.40,2.30,0.24,1.50
paint protection for car,https://www.uniqueautoinc.ca/is-paint-protection-film-for-cars-worth-it/,"transactional,commercial","ai_overview,people_also_ask,video,local_pack,people_also_search,popular_products,discussions_and_forums,related_searches,images",590,0,2.83,38,1,0.53,MEDIUM,172000000,2025-11-08 23:35:51 +00:00,,,,,,471.10,46.20,20.30,19.90,25.00,16.30,0.96,3.73
5 percent tint,https://www.uniqueautoinc.ca/how-much-should-you-tint-car-windows/,"commercial,transactional","images,people_also_ask,video,popular_products,related_searches",170,0,0.12,38,0,0.23,LOW,28600000,2025-11-26 15:20:15 +00:00,,,,,,589.60,15.60,2.10,2.10,8.50,8.10,,
lights out tinting,https://www.uniqueautoinc.ca/,"commercial,navigational","people_also_ask,related_searches,third_party_reviews,google_reviews,knowledge_graph,images",170,0,,38,0,0.05,LOW,5370000,2025-12-18 05:04:19 +00:00,54.00,29.00,34.00,33.00,44.00,533.20,29.20,7.60,7.50,9.00,5.00,,
clean a black car,https://www.uniqueautoinc.ca/how-to-clean-cars-interior-like-a-pro/,informational,"ai_overview,video,people_also_ask,discussions_and_forums,people_also_search,carousel,related_searches,images",70,0,0.22,38,0,0.16,LOW,775000000,2025-11-14 12:22:41 +00:00,,,,,,450.10,3.20,0.10,0.10,0.10,0.10,,
ppf for cars,https://www.uniqueautoinc.ca/paint-protection-film/,commercial,"ai_overview,people_also_ask,local_pack,popular_products,related_searches,images",1600,9,4.02,39,3,0.43,MEDIUM,38900000,2025-11-11 12:33:55 +00:00,11.00,5.00,5.00,4.00,5.00,501.30,101.20,57.20,56.00,114.40,65.50,1.11,4.12
car tinting percentages,https://www.uniqueautoinc.ca/how-much-should-you-tint-car-windows/,informational,"ai_overview,images,people_also_ask,video,related_searches",880,0,0.42,39,1,0.20,LOW,312000,2025-11-08 20:12:52 +00:00,,,,,,274.50,21.50,2.90,2.70,3.70,3.00,0.90,1.83
car protector film,https://www.uniqueautoinc.ca/paint-protection-film/,"commercial,transactional","popular_products,video,discussions_and_forums,people_also_ask,related_searches,images",590,7,3.37,39,1,0.82,HIGH,351000000,2025-11-11 15:42:04 +00:00,11.00,5.00,5.00,4.00,5.00,385.10,102.40,25.70,25.70,44.30,25.60,0.95,4.31
ppf installer,https://www.uniqueautoinc.ca/paint-protection-film-toronto/,"navigational,informational","ai_overview,video,people_also_ask,related_searches,knowledge_graph,google_reviews",390,5,3.90,39,0,0.26,LOW,1880000,2025-11-23 15:00:00 +00:00,,,,,,338.90,98.00,19.60,18.90,53.80,42.40,1.32,5.39
stay cool window tinting,https://www.uniqueautoinc.ca/car-window-tinting-how-what-and-why/,"commercial,navigational","discussions_and_forums,people_also_search,people_also_ask,related_searches,google_reviews,knowledge_graph,images",140,0,3.74,39,0,0.19,LOW,3970000,2025-11-29 23:05:06 +00:00,,,,,,470.20,37.20,0.90,0.90,3.20,2.40,1.36,2.40
car tinting peterborough,https://www.uniqueautoinc.ca/,"commercial,navigational","local_pack,people_also_search,people_also_ask,related_searches",210,0,1.48,40,0,0.56,MEDIUM,245000,2025-11-01 19:52:42 +00:00,54.00,29.00,34.00,33.00,44.00,641.50,28.50,1.30,1.30,1.70,1.30,0.84,2.21
car detailing image,https://www.uniqueautoinc.ca/tips-for-automotive-detailing/,"navigational,transactional,commercial","images,related_searches",70,0,,40,0,0.08,LOW,63500000,2025-12-03 09:28:19 +00:00,,,,,,666.70,9.60,0.40,0.40,0.40,0.30,,
ceramic glass coating,https://www.uniqueautoinc.ca/ceramic-coating/,transactional,"ai_overview,popular_products,video,people_also_ask,carousel,people_also_search,related_searches,images",210,0,0.51,41,0,1.00,HIGH,34300000,2025-11-25 09:12:38 +00:00,10.00,5.00,4.00,4.00,5.00,388.20,22.80,1.40,1.30,3.10,2.50,0.28,1.94
window tinting toronto prices,https://www.uniqueautoinc.ca/,"commercial,navigational","ai_overview,people_also_ask,people_also_search,related_searches,images",90,0,1.32,41,0,0.85,HIGH,192000,2025-12-20 16:12:09 +00:00,54.00,29.00,34.00,33.00,44.00,199.20,36.10,19.70,18.80,48.00,40.10,0.64,1.61
car tint levels,https://www.uniqueautoinc.ca/how-much-should-you-tint-car-windows/,"commercial,informational","ai_overview,images,people_also_ask,video,related_searches",70,0,0.27,41,0,0.31,LOW,11300000,2025-11-11 09:36:27 +00:00,,,,,,345.10,12.10,0.90,0.90,1.20,0.50,,
car tinting levels,https://www.uniqueautoinc.ca/how-much-should-you-tint-car-windows/,"informational,commercial","images,people_also_ask,video,related_searches",70,0,0.27,41,0,0.31,LOW,1820000,2025-12-03 09:33:29 +00:00,,,,,,267.10,22.60,2.50,2.50,7.50,4.30,,
window tint st thomas,https://www.uniqueautoinc.ca/,"commercial,navigational","local_pack,people_also_ask,related_searches,images",50,0,1.65,41,0,0.35,MEDIUM,1320000,2025-10-01 19:05:28 +00:00,54.00,29.00,34.00,33.00,44.00,504.50,8.30,5.90,5.80,7.70,5.00,,
window tinters,https://www.uniqueautoinc.ca/window-tinting-brampton/,"commercial,navigational","local_pack,people_also_ask,related_searches,images",18100,9,1.69,42,38,0.72,HIGH,74300000,2025-12-08 15:58:07 +00:00,,,,,,409.20,111.10,48.30,46.60,107.40,82.00,0.76,3.04
tint percentages,https://www.uniqueautoinc.ca/how-much-should-you-tint-car-windows/,informational,"ai_overview,people_also_ask,related_searches,images",1000,0,0.22,42,2,0.21,LOW,30300000,2025-12-10 11:26:50 +00:00,,,,,,331.00,15.20,3.10,3.10,5.30,2.30,,
s class tinting brampton,https://www.uniqueautoinc.ca/window-tinting-brampton/,"commercial,navigational","people_also_ask,images,related_searches,third_party_reviews,google_reviews,knowledge_graph",480,0,0.73,42,1,0.08,LOW,21600,2025-11-20 18:24:10 +00:00,,,,,,695.00,3.20,0.10,0.10,0.60,0.00,0.60,1.03
window tints cheap,https://www.uniqueautoinc.ca/,"commercial,transactional","local_pack,people_also_ask,discussions_and_forums,popular_products,video,related_searches",110,0,3.03,42,0,0.90,HIGH,7840000,2025-11-28 01:50:10 +00:00,54.00,29.00,34.00,33.00,44.00,374.10,60.90,35.50,34.20,68.10,47.00,0.82,3.09
century auto tint,https://www.uniqueautoinc.ca/,"transactional,navigational","people_also_ask,related_searches,third_party_reviews,google_reviews,knowledge_graph,images",90,0,1.05,42,0,0.04,LOW,2410000,2025-12-01 09:16:10 +00:00,54.00,29.00,34.00,33.00,44.00,655.30,5.90,0.20,0.10,0.30,0.30,,
unique paints,https://www.uniqueautoinc.ca/gallery/,commercial,"popular_products,images",90,0,1.25,42,0,1.00,HIGH,86900000,2025-11-09 18:14:42 +00:00,,,,,,,,,,,,0.42,2.01
window tint fredericton,https://www.uniqueautoinc.ca/,"commercial,navigational","local_pack,people_also_ask,related_searches",90,0,0.37,42,0,0.59,MEDIUM,26100,2025-11-29 00:09:58 +00:00,54.00,29.00,34.00,33.00,44.00,356.30,11.10,9.90,9.50,11.10,7.60,0.05,1.65
windshield ceramic coating,https://www.uniqueautoinc.ca/ceramic-coating/,"transactional,commercial","popular_products,people_also_ask,video,people_also_search,related_searches,images",90,0,0.83,42,0,1.00,HIGH,6930000,2025-11-30 13:31:06 +00:00,10.00,5.00,4.00,4.00,5.00,324.00,15.80,1.20,1.10,2.90,2.40,0.46,2.21
how to clean your car interior,https://www.uniqueautoinc.ca/how-to-clean-cars-interior-like-a-pro/,informational,"ai_overview,video,people_also_ask,carousel,discussions_and_forums,related_searches",70,5,0.19,42,0,0.73,HIGH,225000000,2025-11-16 15:18:42 +00:00,,,,,,503.30,80.60,27.40,26.40,51.10,40.90,0.02,0.96
self healing paint protection film,https://www.uniqueautoinc.ca/paint-protection-film/,"transactional,commercial","people_also_ask,video,people_also_search,discussions_and_forums,popular_products,related_searches,images",50,2,1.33,42,0,0.71,HIGH,4430000,2025-10-28 16:45:00 +00:00,11.00,5.00,5.00,4.00,5.00,393.40,80.80,38.10,38.00,57.30,25.60,0.47,2.35
auto paint protection film,https://www.uniqueautoinc.ca/paint-protection-film/,"transactional,commercial","local_pack,people_also_ask,video,people_also_search,discussions_and_forums,related_searches,images",720,1,2.26,43,1,0.76,HIGH,21500000,2025-11-11 15:21:24 +00:00,11.00,5.00,5.00,4.00,5.00,370.80,78.40,31.10,31.00,50.20,25.10,0.91,3.69
car window tinting etobicoke,https://www.uniqueautoinc.ca/,"commercial,transactional","local_pack,people_also_ask,people_also_search,related_searches",140,1,,43,0,0.01,LOW,72000,2025-11-13 23:25:34 +00:00,54.00,29.00,34.00,33.00,44.00,307.80,83.30,56.10,53.10,140.70,111.50,,
window tinting for cheap,https://www.uniqueautoinc.ca/,transactional,"local_pack,people_also_ask,popular_products,people_also_search,related_searches",110,0,3.03,43,0,0.90,HIGH,16700000,2025-11-28 02:01:29 +00:00,54.00,29.00,34.00,33.00,44.00,412.00,11.00,1.20,1.10,2.40,1.60,0.82,3.09
distinct auto detail,https://www.uniqueautoinc.ca/automotive-detailing/,"navigational,commercial","related_searches,knowledge_graph,google_reviews,images",90,0,1.08,43,0,0.04,LOW,71900000,2025-12-03 01:56:54 +00:00,10.00,3.00,3.00,3.00,3.00,472.90,21.30,7.70,7.60,17.50,15.00,,
automobile detailers near me,https://www.uniqueautoinc.ca/automotive-detailing/,"navigational,commercial","local_pack,people_also_ask,people_also_search,related_searches",6600,0,2.06,44,13,0.48,MEDIUM,4370000,2025-12-09 22:29:27 +00:00,10.00,3.00,3.00,3.00,3.00,177.50,87.00,21.10,20.80,35.10,24.20,0.74,2.76
how much tint car windows,https://www.uniqueautoinc.ca/how-much-should-you-tint-car-windows/,"commercial,transactional","featured_snippet,people_also_ask,popular_products,discussions_and_forums,video,related_searches,images",720,0,2.33,44,1,0.55,MEDIUM,19900000,2025-11-09 06:51:32 +00:00,,,,,,267.40,20.00,0.60,0.50,1.80,1.40,0.73,1.87
ceramic paint protection,https://www.uniqueautoinc.ca/ceramic-coating/,"transactional,commercial","ai_overview,people_also_ask,video,popular_products,discussions_and_forums,related_searches,images",170,10,2.17,44,0,0.87,HIGH,62700000,2025-11-26 11:05:20 +00:00,10.00,5.00,4.00,4.00,5.00,451.40,111.30,84.40,83.10,866.30,746.20,0.69,2.98
glass coating on car,https://www.uniqueautoinc.ca/ceramic-coating/,commercial,"ai_overview,popular_products,people_also_ask,video,images,related_searches",70,0,0.36,44,0,0.95,HIGH,49600000,2025-11-17 02:54:09 +00:00,10.00,5.00,4.00,4.00,5.00,463.60,25.00,1.50,1.40,3.20,2.60,0.44,2.26
polishing a car before and after,https://www.uniqueautoinc.ca/can-you-ceramic-coat-after-polishing/,informational,"images,people_also_ask,video,discussions_and_forums,carousel,related_searches",50,0,0.24,44,0,0.09,LOW,154000000,2025-10-29 08:13:27 +00:00,,,,,,489.90,4.30,0.20,0.20,0.20,0.20,,
tint viewer,https://www.uniqueautoinc.ca/window-tinting/,"navigational,commercial","related_searches,images",50,4,,44,0,0.13,LOW,4720000,2025-10-26 14:37:43 +00:00,11.00,3.00,3.00,3.00,3.00,331.70,94.60,7.70,7.60,73.40,30.40,,
toronto detailing,https://www.uniqueautoinc.ca/automotive-detailing-toronto/,"navigational,commercial","local_pack,people_also_ask,people_also_search,related_searches",3600,11,3.04,45,7,0.47,MEDIUM,23700000,2025-11-07 05:34:46 +00:00,,,,,,230.70,141.30,45.50,41.10,97.90,52.50,0.86,4.46
paint protection film auto,https://www.uniqueautoinc.ca/paint-protection-film/,transactional,"local_pack,people_also_ask,popular_products,video,related_searches,images",720,0,3.19,45,1,0.88,HIGH,21500000,2025-11-20 00:07:23 +00:00,11.00,5.00,5.00,4.00,5.00,356.90,70.50,28.00,27.90,38.40,13.50,1.10,4.24
price to tint car,https://www.uniqueautoinc.ca/,commercial,"ai_overview,people_also_ask,images,people_also_search,related_searches",170,0,1.45,45,0,0.66,MEDIUM,27700000,2025-12-13 21:09:26 +00:00,54.00,29.00,34.00,33.00,44.00,219.10,31.10,1.60,1.50,3.90,2.70,0.72,1.57
how long does a car detailing take,https://www.uniqueautoinc.ca/how-long-does-it-take-to-detail-a-car/,informational,"ai_overview,people_also_ask,discussions_and_forums,related_searches",140,0,,45,0,0.02,LOW,83300000,2025-11-27 09:58:47 +00:00,,,,,,453.60,10.80,0.60,0.60,0.90,0.60,,
best way to clean interior car,https://www.uniqueautoinc.ca/how-to-clean-cars-interior-like-a-pro/,"transactional,informational,commercial","ai_overview,people_also_ask,video,discussions_and_forums,carousel,related_searches,images",110,35,0.03,45,0,0.83,HIGH,217000000,2025-11-09 14:18:09 +00:00,,,,,,524.30,146.90,66.60,49.00,149.70,92.10,0.03,1.00
n1 auto detailing,https://www.uniqueautoinc.ca/automotive-detailing-toronto/,"navigational,transactional","people_also_ask,related_searches,google_reviews,knowledge_graph,images",110,0,,45,0,0.02,LOW,853000,2025-11-10 04:46:58 +00:00,,,,,,,,,,,,,
self healing ppf,https://www.uniqueautoinc.ca/paint-protection-film/,transactional,"people_also_ask,video,discussions_and_forums,related_searches,images",50,0,1.33,45,0,0.71,HIGH,1360000,2025-10-28 16:37:25 +00:00,11.00,5.00,5.00,4.00,5.00,355.40,56.70,13.30,12.90,24.80,16.50,0.47,2.35
car paint protection film,https://www.uniqueautoinc.ca/should-i-get-a-paint-protection-film-on-my-new-car/,"commercial,transactional","popular_products,people_also_ask,people_also_search,discussions_and_forums,video,related_searches,images",720,1,3.19,46,1,0.88,HIGH,38500000,2025-11-20 06:31:27 +00:00,,,,,,331.40,81.70,30.30,30.10,45.00,21.80,1.10,4.24
window tint peterborough,https://www.uniqueautoinc.ca/,"commercial,navigational","local_pack,people_also_ask,related_searches,images",210,0,1.48,46,0,0.56,MEDIUM,156000,2025-12-16 23:40:13 +00:00,54.00,29.00,34.00,33.00,44.00,561.40,28.40,0.70,0.70,1.70,1.30,0.84,2.21
cost to tint windows car,https://www.uniqueautoinc.ca/,"commercial,informational","ai_overview,people_also_ask,discussions_and_forums,images,related_searches",170,0,1.45,46,0,0.66,MEDIUM,5840000,2025-12-14 06:43:46 +00:00,54.00,29.00,34.00,33.00,44.00,245.70,22.10,1.90,1.70,4.10,2.00,0.72,1.57
black tint,https://www.uniqueautoinc.ca/window-tinting-toronto/,"commercial,transactional","popular_products,people_also_ask,images,related_searches,third_party_reviews,google_reviews,knowledge_graph",140,0,1.16,46,0,0.42,MEDIUM,195000000,2025-11-27 19:01:23 +00:00,,,,,,404.80,10.70,0.90,0.70,1.20,1.00,0.73,3.63
ceramic paint coating,https://www.uniqueautoinc.ca/ceramic-coating/,"transactional,commercial","people_also_ask,video,popular_products,discussions_and_forums,related_searches,images",140,14,1.08,46,0,0.85,HIGH,23100000,2025-11-14 10:18:00 +00:00,10.00,5.00,4.00,4.00,5.00,486.70,125.20,88.30,86.50,870.90,749.90,0.38,2.51
ceramic windshield coating,https://www.uniqueautoinc.ca/ceramic-coating/,transactional,"popular_products,people_also_ask,video,discussions_and_forums,local_pack,people_also_search,related_searches,images",140,0,1.01,46,0,1.00,HIGH,5010000,2025-11-27 17:03:17 +00:00,10.00,5.00,4.00,4.00,5.00,363.40,44.10,9.20,9.10,15.30,13.20,0.55,2.87
window tinting sault ste marie,https://www.uniqueautoinc.ca/,"commercial,navigational","local_pack,people_also_ask,related_searches,images",110,0,0.76,46,0,0.24,LOW,33300,2025-11-28 01:50:15 +00:00,54.00,29.00,34.00,33.00,44.00,272.50,33.40,8.50,8.20,12.20,8.60,,
vehicle ceramic coating,https://www.uniqueautoinc.ca/ceramic-coating/,transactional,"local_pack,people_also_ask,video,related_searches,images",90,6,3.25,46,0,0.88,HIGH,22100000,2025-11-09 17:46:19 +00:00,10.00,5.00,4.00,4.00,5.00,447.10,92.50,20.80,20.10,28.10,22.70,0.79,4.21
wheel coating,https://www.uniqueautoinc.ca/how-to-detail-tire-rim-and-wheel/,commercial,"popular_products,video,people_also_ask,images,people_also_search,related_searches,knowledge_graph,google_reviews",70,0,0.30,46,0,1.00,HIGH,214000000,2025-12-01 15:25:46 +00:00,,,,,,447.60,17.90,1.20,1.20,2.40,1.50,0.47,3.09
car paint protection,https://www.uniqueautoinc.ca/paint-protection-film/,"commercial,transactional","ai_overview,discussions_and_forums,people_also_ask,local_pack,video,popular_products,related_searches",590,0,2.83,47,1,0.53,MEDIUM,153000000,2025-12-12 11:01:13 +00:00,11.00,5.00,5.00,4.00,5.00,410.70,45.90,20.30,19.90,25.00,16.30,0.96,3.73
ppf car protection,https://www.uniqueautoinc.ca/paint-protection-film/,transactional,"people_also_ask,video,local_pack,discussions_and_forums,related_searches,images",110,0,5.20,47,0,1.00,HIGH,19700000,2025-11-07 23:02:57 +00:00,11.00,5.00,5.00,4.00,5.00,307.00,67.60,19.10,18.90,24.20,8.30,0.96,4.01
self-healing ppf,https://www.uniqueautoinc.ca/paint-protection-film/,"transactional,commercial","people_also_ask,video,discussions_and_forums,scholarly_articles,related_searches,images",50,0,1.33,47,0,0.71,HIGH,1380000,2025-10-28 16:43:42 +00:00,11.00,5.00,5.00,4.00,5.00,355.40,56.70,13.30,12.90,24.80,16.50,0.47,2.35
window tinting peterborough,https://www.uniqueautoinc.ca/,"commercial,navigational","local_pack,people_also_ask,related_searches,images",210,0,1.97,48,0,0.40,MEDIUM,246000,2025-12-16 23:40:14 +00:00,54.00,29.00,34.00,33.00,44.00,467.00,31.60,3.70,3.70,5.10,3.50,0.71,3.02
window tints peterborough,https://www.uniqueautoinc.ca/,"commercial,navigational","local_pack,people_also_ask,related_searches,images",210,0,1.48,48,0,0.56,MEDIUM,25000,2025-11-01 18:44:01 +00:00,54.00,29.00,34.00,33.00,44.00,541.50,28.50,1.30,1.30,1.70,1.30,0.84,2.21
extreme auto detailing,https://www.uniqueautoinc.ca/automotive-detailing-toronto/,"navigational,commercial","local_pack,people_also_search,related_searches,images",170,0,1.64,48,0,0.29,LOW,50600000,2025-11-26 07:26:43 +00:00,,,,,,479.00,5.60,2.40,2.40,3.80,1.70,0.77,3.14
best way to clean car interior,https://www.uniqueautoinc.ca/how-to-clean-cars-interior-like-a-pro/,"commercial,transactional,informational","ai_overview,video,people_also_ask,discussions_and_forums,related_searches,images",110,6,0.03,48,0,0.83,HIGH,212000000,2025-11-30 09:43:06 +00:00,,,,,,524.10,83.70,21.40,20.30,43.50,33.40,0.03,1.00
cheap tinting windows,https://www.uniqueautoinc.ca/,"transactional,commercial","local_pack,people_also_ask,popular_products,video,related_searches",110,0,3.03,48,0,0.90,HIGH,7780000,2025-11-30 07:41:37 +00:00,54.00,29.00,34.00,33.00,44.00,419.40,55.10,24.10,22.80,58.50,41.70,0.82,3.09
window tinting fredericton,https://www.uniqueautoinc.ca/,"commercial,navigational","local_pack,people_also_ask,related_searches,images",90,0,0.37,48,0,0.59,MEDIUM,37400,2025-12-20 16:11:46 +00:00,54.00,29.00,34.00,33.00,44.00,379.20,11.10,6.70,6.50,7.20,3.90,0.05,1.65
glass coating car,https://www.uniqueautoinc.ca/ceramic-coating/,commercial,"ai_overview,video,people_also_ask,discussions_and_forums,images,popular_products,people_also_search,related_searches",70,0,0.36,48,0,0.95,HIGH,49200000,2025-11-17 02:54:32 +00:00,10.00,5.00,4.00,4.00,5.00,393.60,41.60,6.50,6.30,17.10,11.90,0.44,2.26
interior car cleaning markham,https://www.uniqueautoinc.ca/car-detailing-markham/,commercial,"local_pack,discussions_and_forums,people_also_ask,related_searches",70,0,2.45,48,0,0.68,HIGH,1010000,2025-12-02 12:23:38 +00:00,,,,,,182.10,66.50,12.00,11.30,20.70,11.70,1.07,2.92
self-healing paint protection film,https://www.uniqueautoinc.ca/paint-protection-film/,transactional,"people_also_ask,video,people_also_search,discussions_and_forums,popular_products,related_searches,images",50,0,1.33,48,0,0.71,HIGH,4430000,2025-10-28 16:42:46 +00:00,11.00,5.00,5.00,4.00,5.00,362.90,54.40,22.20,22.20,40.10,21.80,0.47,2.35
paint protection film for car,https://www.uniqueautoinc.ca/paint-protection-film/,"transactional,commercial","people_also_ask,video,popular_products,discussions_and_forums,carousel,related_searches",1600,8,3.15,49,3,0.59,MEDIUM,38100000,2025-11-01 06:32:52 +00:00,11.00,5.00,5.00,4.00,5.00,422.10,87.80,20.90,20.80,26.00,10.70,0.97,4.21
ppf automotive,https://www.uniqueautoinc.ca/paint-protection-film/,"navigational,commercial","ai_overview,video,people_also_ask,local_pack,related_searches,images",720,19,3.19,49,1,0.88,HIGH,17800000,2025-11-19 23:53:04 +00:00,11.00,5.00,5.00,4.00,5.00,387.40,160.40,72.60,71.30,147.10,88.00,1.10,4.24
meguiars gold class car shampoo,https://www.uniqueautoinc.ca/is-meguiars-gold-class-safe-for-ceramic-coating/,transactional,"popular_products,people_also_ask,discussions_and_forums,video,people_also_search,related_searches,images",260,0,0.19,49,0,0.91,HIGH,182000,2025-11-24 07:51:10 +00:00,,,,,,555.50,51.40,9.50,9.50,13.00,10.60,0.35,0.76
ceramic coating windshield,https://www.uniqueautoinc.ca/ceramic-coating/,"transactional,commercial","people_also_ask,video,popular_products,discussions_and_forums,related_searches,images",170,0,1.01,49,0,1.00,HIGH,5300000,2025-11-09 08:19:18 +00:00,10.00,5.00,4.00,4.00,5.00,345.30,16.20,1.20,1.10,2.90,2.40,0.49,2.86
xclusive tints,https://www.uniqueautoinc.ca/,navigational,"local_pack,video,related_searches,images",170,0,1.91,49,0,0.06,LOW,16600,2025-12-17 09:04:03 +00:00,54.00,29.00,34.00,33.00,44.00,584.40,20.70,4.20,4.10,6.30,1.70,,
ceramic car,https://www.uniqueautoinc.ca/ceramic-coating-hamilton-ontario/,commercial,"people_also_ask,video,images,popular_products,related_searches",110,20,2.22,49,0,0.68,HIGH,141000000,2025-11-30 08:02:36 +00:00,,,,,,447.00,116.10,58.10,56.80,79.20,44.30,0.79,2.99
only tints niagara,https://www.uniqueautoinc.ca/,"commercial,navigational","people_also_ask,video,images",90,0,,49,0,0.27,LOW,87500,2025-11-10 03:36:04 +00:00,54.00,29.00,34.00,33.00,44.00,474.10,3.90,4.80,4.60,5.10,3.40,,
ppf film for cars,https://www.uniqueautoinc.ca/paint-protection-film/,"commercial,transactional","people_also_ask,video,local_pack,popular_products,related_searches,images",90,22,2.60,49,0,0.98,HIGH,12600000,2025-11-10 01:31:04 +00:00,11.00,5.00,5.00,4.00,5.00,360.20,141.50,67.20,66.10,104.50,62.60,0.77,4.21
window tinting prices toronto,https://www.uniqueautoinc.ca/,"commercial,navigational","ai_overview,people_also_ask,local_pack,related_searches,images",90,0,1.32,49,0,0.85,HIGH,942000,2025-12-20 16:12:15 +00:00,54.00,29.00,34.00,33.00,44.00,203.10,36.10,19.70,18.80,48.00,40.10,0.64,1.61
tint shop pickering,https://www.uniqueautoinc.ca/,"commercial,transactional","people_also_ask,related_searches,knowledge_graph,google_reviews,third_party_reviews,images",50,2,2.43,49,0,0.52,MEDIUM,269000,2025-10-26 14:34:58 +00:00,54.00,29.00,34.00,33.00,44.00,240.60,97.70,29.10,27.30,85.90,67.80,1.07,6.82
ceramic coating on windshield,https://www.uniqueautoinc.ca/ceramic-coating/,"transactional,commercial","ai_overview,people_also_ask,discussions_and_forums,video,related_searches,images",170,0,1.01,50,0,1.00,HIGH,5390000,2025-11-07 14:54:05 +00:00,10.00,5.00,4.00,4.00,5.00,356.40,15.90,1.20,1.10,2.90,2.40,0.49,2.86
johnny tint,https://www.uniqueautoinc.ca/,"commercial,transactional","people_also_ask,related_searches,knowledge_graph,google_reviews,third_party_reviews,images",170,0,,50,0,0.01,LOW,6550000,2025-11-26 05:06:13 +00:00,54.00,29.00,34.00,33.00,44.00,552.00,11.00,11.80,11.40,13.40,10.00,,
how to clean inside of car,https://www.uniqueautoinc.ca/how-to-clean-cars-interior-like-a-pro/,informational,"ai_overview,people_also_ask,video,discussions_and_forums,carousel,related_searches",110,11,1.13,50,0,0.66,MEDIUM,1110000000,2025-11-08 04:47:41 +00:00,,,,,,567.20,104.20,49.20,39.50,106.90,69.00,0.02,0.95
