Keyword,URL,Search Intents,SERP Features,Search Volume,Keyword Difficulty,CPC,Position,Organic Traffic,Competition,Competition Level,Results,SERP Updated At,Backlinks,Dofollow,Referring Domains,Referring Main Domains,Referring Pages,Avg Main Domain Rank,Avg Rank,Avg Referring Domains,Avg Referring Main Domains,Avg Backlinks,Avg Dofollow,Low Top Of Page Bid,High Top Of Page Bid
auto window tinting shades,https://mrtint.ca/auto-tint-selector/,transactional,"ai_overview,images,people_also_ask,video,popular_products,local_pack,related_searches",110,9,0.10,59,0,1.00,HIGH,1110000,2025-11-07 15:44:40 +00:00,,,,,,320.00,120.80,23.50,22.90,63.30,48.10,,
markham lights,https://mrtint.ca/tail-light-tinting/,commercial,"events,video,related_searches,google_reviews,knowledge_graph,images",110,0,1.39,59,0,1.00,HIGH,5140000,2025-11-28 13:38:42 +00:00,,,,,,341.00,17.90,4.40,1.50,9.50,5.60,0.70,1.60
smart tint for cars,https://mrtint.ca/,"transactional,commercial","video,people_also_ask,popular_products,related_searches,images",110,0,1.11,59,0,1.00,HIGH,44500000,2025-11-07 21:11:14 +00:00,409.00,363.00,107.00,94.00,397.00,475.40,51.00,28.60,28.00,61.20,24.30,0.36,1.50
absolute tinting,https://mrtint.ca/,"navigational,commercial","local_pack,people_also_ask,images,related_searches",90,0,1.24,59,0,0.17,LOW,12900000,2025-11-12 18:04:08 +00:00,589.00,538.00,133.00,119.00,577.00,614.60,36.70,6.00,5.90,16.50,10.80,0.87,1.38
canadian tire window tint film,https://mrtint.ca/,transactional,"people_also_ask,images,local_pack,related_searches",70,0,0.26,59,0,1.00,HIGH,428000,2025-10-23 17:32:27 +00:00,409.00,363.00,107.00,94.00,397.00,,,,,,,0.26,2.46
where to get windows tinted,https://mrtint.ca/,transactional,"local_pack,people_also_ask,discussions_and_forums,video,related_searches",50,0,2.32,59,0,0.91,HIGH,62100000,2025-10-24 19:53:24 +00:00,409.00,363.00,107.00,94.00,397.00,278.30,8.00,0.30,0.20,0.90,0.50,0.74,2.55
tinted house windows cost,https://mrtint.ca/pricing/,"commercial,transactional","people_also_ask,popular_products,discussions_and_forums,related_searches,images",40,2,4.01,59,0,0.92,HIGH,7520000,2025-10-26 14:36:48 +00:00,3.00,1.00,3.00,3.00,3.00,570.50,61.80,13.80,13.70,45.00,39.80,1.06,3.26
removable window tint,https://mrtint.ca/,transactional,"people_also_ask,video,images,related_searches",390,0,0.40,60,0,0.96,HIGH,9290000,2025-11-22 13:26:42 +00:00,409.00,363.00,107.00,94.00,397.00,,,,,,,0.28,1.27
window tint regulations,https://mrtint.ca/ontariowindowtintinglaw/,"commercial,navigational","ai_overview,people_also_ask,images,people_also_search,related_searches",320,0,0.88,60,0,0.04,LOW,3790000,2025-11-23 13:08:50 +00:00,,,,,,277.00,64.30,10.80,10.50,14.50,11.30,,
window tinting legal,https://mrtint.ca/ontariowindowtintinglaw/,"navigational,commercial","ai_overview,people_also_ask,related_searches,images",320,0,0.88,60,0,0.04,LOW,3220000,2025-11-23 13:09:04 +00:00,,,,,,287.60,60.10,10.70,10.40,14.10,11.10,,
window tinting regulations,https://mrtint.ca/ontariowindowtintinglaw/,"commercial,navigational","ai_overview,people_also_ask,people_also_search,related_searches,images",320,0,0.88,60,0,0.04,LOW,1050000,2025-11-23 13:09:11 +00:00,,,,,,273.70,64.90,10.90,10.60,14.60,11.20,,
window tinting peterborough,https://mrtint.ca/,"commercial,navigational","local_pack,people_also_ask,related_searches,images",210,0,1.97,60,0,0.40,MEDIUM,246000,2025-12-16 23:40:14 +00:00,409.00,363.00,107.00,94.00,397.00,467.00,31.60,3.70,3.70,5.10,3.50,0.71,3.02
window tints peterborough,https://mrtint.ca/,"commercial,navigational","local_pack,people_also_ask,related_searches,images",210,0,1.48,60,0,0.56,MEDIUM,25000,2025-11-01 18:44:01 +00:00,409.00,363.00,107.00,94.00,397.00,541.50,28.50,1.30,1.30,1.70,1.30,0.84,2.21
front window tint law,https://mrtint.ca/ontariowindowtintinglaw/,"transactional,commercial","ai_overview,people_also_ask,related_searches,images",170,0,0.36,60,0,0.35,MEDIUM,3900000,2025-12-18 08:24:07 +00:00,,,,,,341.00,32.10,3.50,3.40,4.50,3.50,,
window film automotive,https://mrtint.ca/,"navigational,transactional,commercial","popular_products,people_also_ask,video,related_searches,images",170,0,1.07,60,0,0.98,HIGH,57000000,2025-11-25 14:00:59 +00:00,409.00,363.00,107.00,94.00,397.00,327.10,71.50,29.20,28.60,59.70,38.70,0.59,1.99
crystals tint,https://mrtint.ca/,"commercial,transactional","people_also_ask,related_searches,knowledge_graph,google_reviews,third_party_reviews,images",140,0,1.30,60,0,0.21,LOW,3990000,2025-11-12 07:51:34 +00:00,409.00,363.00,107.00,94.00,397.00,459.70,30.20,2.30,2.10,9.60,4.50,0.65,1.12
tint laws in canada,https://mrtint.ca/window-tinting-laws/,informational,"ai_overview,people_also_ask,related_searches,images",140,0,,60,0,0.00,LOW,2190000,2025-12-19 10:03:19 +00:00,,,,,,401.40,58.80,9.50,9.30,13.10,10.00,,
tint exemption ontario,https://mrtint.ca/ontariowindowtintinglaw/,informational,"ai_overview,people_also_ask,related_searches",110,0,,60,0,0.00,LOW,48900,2025-12-14 11:07:47 +00:00,,,,,,275.10,38.60,2.10,2.10,2.50,2.20,,
electric window tint for cars,https://mrtint.ca/,transactional,"popular_products,people_also_ask,video,related_searches,images",90,0,0.47,60,0,0.99,HIGH,19800000,2025-12-02 21:19:36 +00:00,409.00,363.00,107.00,94.00,397.00,498.40,41.30,17.20,16.70,26.30,17.10,0.25,1.40
window tinting by tint specialist inc,https://mrtint.ca/,"navigational,commercial","people_also_ask,third_party_reviews,google_reviews,knowledge_graph,images",70,0,,60,0,0.03,LOW,190000,2025-12-04 07:26:22 +00:00,409.00,363.00,107.00,94.00,397.00,804.70,1.50,0.20,0.20,0.20,0.20,,
window tinting essex,https://mrtint.ca/,"commercial,navigational","local_pack,people_also_ask,related_searches,images",70,0,1.68,60,0,0.42,MEDIUM,232000,2025-12-04 07:26:24 +00:00,409.00,363.00,107.00,94.00,397.00,443.60,36.30,21.80,21.30,29.30,20.60,,
window tinting bolton,https://mrtint.ca/,"commercial,navigational","local_pack,people_also_ask,people_also_search,related_searches",40,4,3.03,60,0,0.86,HIGH,325000,2025-10-24 18:11:11 +00:00,409.00,363.00,107.00,94.00,397.00,297.20,99.40,27.50,26.00,92.50,45.20,1.25,3.12
car wraps toronto,https://mrtint.ca/car-wrapping/,"commercial,navigational","local_pack,people_also_ask,people_also_search,related_searches",1300,13,2.93,61,2,0.61,MEDIUM,8050000,2025-11-08 18:16:40 +00:00,,,,,,189.90,138.30,38.90,37.00,107.00,86.30,0.72,3.56
window tint for residential,https://mrtint.ca/residential-tinting/,"commercial,transactional","local_pack,popular_products,people_also_ask,discussions_and_forums,related_searches,images",480,10,3.46,61,1,1.00,HIGH,4670000,2025-11-07 08:06:19 +00:00,,,,,,409.70,115.20,50.00,49.70,64.50,30.40,1.05,5.83
car tint markham,https://mrtint.ca/pricing/,commercial,"local_pack,people_also_ask,related_searches,images",390,0,2.71,61,0,0.41,MEDIUM,138000,2025-11-22 17:33:51 +00:00,3.00,1.00,3.00,3.00,3.00,210.70,59.30,24.00,23.00,36.70,16.70,0.75,2.43
law for tinted windows,https://mrtint.ca/ontariowindowtintinglaw/,"commercial,transactional","ai_overview,people_also_ask,video,related_searches,images",320,0,0.88,61,0,0.04,LOW,4500000,2025-11-23 17:10:13 +00:00,,,,,,332.60,63.10,10.80,10.50,14.20,11.20,,
window tinting laws,https://mrtint.ca/ontariowindowtintinglaw/,"commercial,navigational","ai_overview,people_also_ask,images,video,people_also_search,related_searches",320,0,0.88,61,0,0.04,LOW,1510000,2025-11-23 13:08:50 +00:00,,,,,,258.00,55.90,10.50,10.20,13.20,10.20,,
first class tint,https://mrtint.ca/,"commercial,navigational","people_also_ask,related_searches,knowledge_graph,google_reviews,third_party_reviews,images",210,0,3.46,61,0,0.06,LOW,38800000,2025-12-17 04:55:55 +00:00,409.00,363.00,107.00,94.00,397.00,389.00,20.40,10.20,10.20,12.70,7.90,0.69,1.39
tinting windshield,https://mrtint.ca/,"commercial,navigational","people_also_ask,discussions_and_forums,video,local_pack,popular_products,images,people_also_search,related_searches",210,0,1.19,61,0,0.69,HIGH,14200000,2025-11-24 18:37:33 +00:00,409.00,363.00,107.00,94.00,397.00,328.50,18.00,2.30,2.10,3.70,2.00,1.05,2.98
window tint peterborough,https://mrtint.ca/,"commercial,navigational","local_pack,people_also_ask,related_searches,images",210,0,1.48,61,0,0.56,MEDIUM,156000,2025-12-16 23:40:13 +00:00,409.00,363.00,107.00,94.00,397.00,561.40,28.40,0.70,0.70,1.70,1.30,0.84,2.21
car tint kit,https://mrtint.ca/,"transactional,commercial","popular_products,video,people_also_ask,discussions_and_forums,related_searches,images",170,0,0.45,61,0,1.00,HIGH,24100000,2025-11-25 09:28:54 +00:00,409.00,363.00,107.00,94.00,397.00,336.80,17.00,14.50,14.50,15.40,1.30,0.27,1.09
window tinting burlington,https://mrtint.ca/,"commercial,navigational","local_pack,people_also_ask,related_searches,images",170,7,4.51,61,0,0.90,HIGH,624000,2025-12-17 09:15:12 +00:00,409.00,363.00,107.00,94.00,397.00,182.90,126.20,10.80,10.40,2140.60,1065.60,1.39,5.59
absolute tint,https://mrtint.ca/,"commercial,transactional","people_also_ask,related_searches,knowledge_graph,google_reviews,third_party_reviews,images",90,0,3.78,61,0,0.24,LOW,12000000,2025-11-12 18:16:19 +00:00,589.00,538.00,133.00,119.00,577.00,553.60,46.90,6.00,5.90,16.50,10.80,0.81,1.98
car window electric tint,https://mrtint.ca/,transactional,"popular_products,video,people_also_ask,related_searches,images",90,0,0.47,61,0,0.99,HIGH,14900000,2025-12-03 09:32:41 +00:00,409.00,363.00,107.00,94.00,397.00,438.00,41.30,17.20,16.70,26.30,17.10,0.25,1.40
electric window tint car,https://mrtint.ca/,transactional,"video,popular_products,people_also_ask,related_searches,images",90,0,0.47,61,0,0.99,HIGH,15700000,2025-12-02 21:19:35 +00:00,409.00,363.00,107.00,94.00,397.00,433.40,41.30,17.20,16.70,26.30,17.10,0.25,1.40
red window tint,https://mrtint.ca/,"transactional,commercial","popular_products,people_also_ask,video,images,related_searches",90,0,0.23,61,0,0.57,MEDIUM,50700000,2025-11-30 21:35:29 +00:00,409.00,363.00,107.00,94.00,397.00,,,,,,,0.45,2.16
tint colour,https://mrtint.ca/ontariowindowtintinglaw/,"commercial,informational","ai_overview,people_also_ask,video,related_searches,knowledge_graph,images",90,26,,61,0,0.02,LOW,125000000,2025-11-09 19:29:08 +00:00,,,,,,369.70,175.60,73.30,68.60,642.20,158.50,,
why is limo tint illegal,https://mrtint.ca/ontariowindowtintinglaw/,informational,"ai_overview,people_also_ask,related_searches,images",90,0,,61,0,0.00,LOW,493000,2025-11-30 13:37:12 +00:00,,,,,,513.40,9.60,0.50,0.50,1.20,1.00,,
window tinting law ontario,https://mrtint.ca/ontariowindowtintinglaw/,"commercial,navigational","ai_overview,people_also_ask,carousel,related_searches",90,0,,61,0,0.02,LOW,130000,2025-12-20 16:11:40 +00:00,,,,,,401.80,62.60,4.80,4.70,9.80,5.80,,
window tinting laws alberta,https://mrtint.ca/window-tinting-laws/,"navigational,commercial","ai_overview,people_also_ask,video,carousel,related_searches,images",90,0,,61,0,0.02,LOW,42600,2025-11-28 02:01:27 +00:00,,,,,,350.50,42.60,2.90,2.80,4.10,3.70,,
best automobile window tinting,https://mrtint.ca/,"commercial,navigational,transactional","local_pack,people_also_ask,discussions_and_forums,video,popular_products,related_searches",70,14,3.06,61,0,0.92,HIGH,11100000,2025-10-24 01:55:12 +00:00,409.00,363.00,107.00,94.00,397.00,370.50,139.60,46.60,45.00,121.10,98.10,0.59,2.25
window tinting in essex,https://mrtint.ca/,"commercial,navigational","local_pack,people_also_ask,related_searches,images",70,0,1.68,61,0,0.42,MEDIUM,164000,2025-11-02 00:03:51 +00:00,409.00,363.00,107.00,94.00,397.00,478.20,21.00,15.70,15.40,22.00,16.40,,
windshield tint near me,https://mrtint.ca/,"navigational,transactional","local_pack,people_also_ask,related_searches",12100,0,2.68,62,25,0.45,MEDIUM,12900000,2025-11-08 14:57:11 +00:00,409.00,363.00,107.00,94.00,397.00,246.60,58.50,11.50,11.20,23.50,12.00,0.93,3.01
legal window tint in ontario canada,https://mrtint.ca/window-tinting-laws/,"commercial,navigational,transactional","ai_overview,people_also_ask,video,images,related_searches",1300,0,1.33,62,2,0.02,LOW,268000,2025-11-02 09:59:15 +00:00,,,,,,283.00,40.60,2.50,2.50,3.20,2.40,0.80,2.13
front windshield tint law,https://mrtint.ca/ontariowindowtintinglaw/,"transactional,commercial","featured_snippet,people_also_ask,related_searches,images",170,0,0.36,62,0,0.35,MEDIUM,1330000,2025-12-18 08:23:51 +00:00,,,,,,335.70,27.60,3.30,3.20,4.30,3.30,,
spray tint windows,https://mrtint.ca/ontariowindowtintinglaw/,"commercial,transactional","video,people_also_ask,popular_products,images,related_searches",170,0,0.45,62,0,0.99,HIGH,5170000,2025-11-25 18:08:09 +00:00,,,,,,,,,,,,0.24,0.86
smart tint car,https://mrtint.ca/,commercial,"video,popular_products,related_searches,images",110,0,1.11,62,0,1.00,HIGH,17400000,2025-11-12 08:28:16 +00:00,409.00,363.00,107.00,94.00,397.00,476.60,51.00,28.60,28.00,61.20,24.30,0.36,1.50
car tint supplier,https://mrtint.ca/,"navigational,transactional","ai_overview,local_pack,people_also_ask,popular_products,related_searches,images",90,8,3.06,62,0,1.00,HIGH,5170000,2025-12-15 00:51:52 +00:00,409.00,363.00,107.00,94.00,397.00,260.60,124.20,57.20,56.20,135.40,95.90,0.90,3.09
car tinting legal limit,https://mrtint.ca/ontariowindowtintinglaw/,"commercial,transactional,informational","ai_overview,people_also_ask,video,related_searches,images",90,0,,62,0,0.01,LOW,679000,2025-11-14 12:33:26 +00:00,,,,,,260.40,53.20,10.40,10.10,13.40,10.50,,
legal limit for car window tint,https://mrtint.ca/ontariowindowtintinglaw/,transactional,"ai_overview,people_also_ask,video,related_searches,images",90,0,,62,0,0.01,LOW,1330000,2025-11-10 07:49:45 +00:00,,,,,,291.00,55.20,10.40,10.10,13.40,10.50,,
tinting london ontario,https://mrtint.ca/,"navigational,commercial","local_pack,people_also_ask,people_also_search,related_searches",90,0,1.21,62,0,0.46,MEDIUM,21100000,2025-11-30 16:18:15 +00:00,409.00,363.00,107.00,94.00,397.00,169.50,70.60,27.60,26.60,39.50,24.20,0.92,2.87
window tinting fredericton,https://mrtint.ca/,"commercial,navigational","local_pack,people_also_ask,related_searches,images",90,0,0.37,62,0,0.59,MEDIUM,37400,2025-12-20 16:11:46 +00:00,409.00,363.00,107.00,94.00,397.00,379.20,11.10,6.70,6.50,7.20,3.90,0.05,1.65
auto glass tint near me,https://mrtint.ca/,"navigational,transactional","ai_overview,people_also_ask,related_searches,google_reviews,knowledge_graph",70,0,3.59,62,0,0.77,HIGH,25700000,2025-11-02 07:32:19 +00:00,409.00,363.00,107.00,94.00,397.00,211.00,89.60,55.30,53.90,162.50,84.10,1.05,4.89
window tint spray,https://mrtint.ca/,"transactional,commercial","popular_products,people_also_ask,video,images,discussions_and_forums,related_searches",50,0,0.70,62,0,1.00,HIGH,21500000,2025-10-01 19:12:59 +00:00,409.00,363.00,107.00,94.00,397.00,528.90,15.40,1.10,1.10,4.40,4.40,0.32,1.04
window tint bolton,https://mrtint.ca/,commercial,"local_pack,people_also_ask,people_also_search,related_searches",40,0,3.03,62,0,0.86,HIGH,263000,2025-10-24 18:11:18 +00:00,409.00,363.00,107.00,94.00,397.00,235.80,61.80,26.70,25.40,85.60,43.30,1.25,3.12
auto tinting brampton,https://mrtint.ca/pricing/,"navigational,commercial","local_pack,people_also_ask,related_searches,images",720,4,3.06,63,1,0.74,HIGH,107000,2025-11-18 16:58:14 +00:00,3.00,1.00,3.00,3.00,3.00,231.20,105.30,39.40,37.20,94.90,71.70,0.78,3.03
mike's auto tint,https://mrtint.ca/,"navigational,commercial","people_also_ask,images,related_searches,google_reviews,knowledge_graph",590,0,1.50,63,1,0.12,LOW,4690000,2025-12-11 08:50:36 +00:00,409.00,363.00,107.00,94.00,397.00,556.40,11.80,7.30,7.20,17.00,4.60,0.51,1.23
window tint london ontario,https://mrtint.ca/,"commercial,navigational","local_pack,people_also_ask,people_also_search,related_searches,images",390,1,3.57,63,0,0.63,MEDIUM,432000,2025-12-15 13:46:33 +00:00,409.00,363.00,107.00,94.00,397.00,173.30,87.90,32.70,31.50,46.40,28.50,1.07,3.09
window tinting london ontario,https://mrtint.ca/,"commercial,navigational","local_pack,people_also_ask,people_also_search,related_searches,images",390,0,3.57,63,0,0.63,MEDIUM,499000,2025-12-12 18:30:50 +00:00,409.00,363.00,107.00,94.00,397.00,168.80,70.60,27.60,26.60,39.50,24.20,1.07,3.09
window tint legality,https://mrtint.ca/ontariowindowtintinglaw/,"commercial,navigational","ai_overview,people_also_ask,video,related_searches,images",320,0,0.88,63,0,0.04,LOW,15100000,2025-12-13 01:35:49 +00:00,,,,,,309.20,56.70,10.50,10.20,13.20,10.20,,
window tinting regina,https://mrtint.ca/,"commercial,navigational","local_pack,people_also_ask,related_searches,images",320,0,3.74,63,0,0.49,MEDIUM,791000,2025-12-13 01:35:49 +00:00,409.00,363.00,107.00,94.00,397.00,323.10,20.80,7.10,7.00,9.70,7.50,1.22,9.05
darkest legal tint ontario,https://mrtint.ca/ontariowindowtintinglaw/,commercial,"ai_overview,people_also_ask,carousel,related_searches,images",170,0,0.32,63,0,0.03,LOW,18300,2025-11-06 09:56:21 +00:00,,,,,,431.70,13.70,0.80,0.80,1.10,0.50,,
car mirror tint,https://mrtint.ca/,transactional,"local_pack,people_also_ask,popular_products,images,related_searches",140,0,0.69,63,0,0.98,HIGH,21800000,2025-11-27 17:14:08 +00:00,409.00,363.00,107.00,94.00,397.00,468.10,38.40,19.80,18.60,46.90,39.60,0.66,2.06
car with mirror tint,https://mrtint.ca/pricing/,"commercial,transactional","ai_overview,images,people_also_ask,video,popular_products,related_searches",140,0,0.69,63,0,0.98,HIGH,15800000,2025-12-19 15:18:58 +00:00,3.00,1.00,3.00,3.00,3.00,562.40,31.70,0.90,0.90,13.20,13.00,0.66,2.06
tint addiction,https://mrtint.ca/,"navigational,commercial",local_pack,140,0,,63,0,0.08,LOW,84800000,2025-12-19 10:03:21 +00:00,409.00,363.00,107.00,94.00,397.00,563.90,50.50,61.20,57.10,133.60,91.00,,
window tint and glass,https://mrtint.ca/,transactional,"local_pack,video,related_searches",140,2,2.09,63,0,0.90,HIGH,23400000,2025-10-16 20:15:35 +00:00,409.00,363.00,107.00,94.00,397.00,334.80,85.20,44.50,42.90,71.30,46.80,0.63,3.50
tint london ontario,https://mrtint.ca/,"commercial,navigational","local_pack,people_also_ask,people_also_search,related_searches",90,1,1.21,63,0,0.46,MEDIUM,41700000,2025-11-30 16:17:06 +00:00,409.00,363.00,107.00,94.00,397.00,154.60,82.20,28.10,27.10,40.10,24.80,0.92,2.87
best automobile window tint,https://mrtint.ca/,"transactional,commercial","local_pack,people_also_ask,video,discussions_and_forums,related_searches,images",70,0,3.06,63,0,0.92,HIGH,19800000,2025-11-02 07:17:00 +00:00,409.00,363.00,107.00,94.00,397.00,298.80,54.20,17.90,17.90,21.60,6.40,0.59,2.25
quality tinting,https://mrtint.ca/,"navigational,commercial","local_pack,people_also_ask,related_searches",70,10,2.14,63,0,0.29,LOW,101000000,2025-11-11 03:24:33 +00:00,409.00,363.00,107.00,94.00,397.00,262.70,132.20,33.40,31.60,69.60,54.90,,
ppf kits,https://mrtint.ca/precutppf/,transactional,"people_also_search,video,related_searches,images",50,0,0.75,63,0,0.90,HIGH,3280000,2025-10-29 06:52:37 +00:00,,,,,,165.50,48.50,0.70,0.60,711.40,388.70,0.28,1.69
tint'd,https://mrtint.ca/,"navigational,commercial","people_also_ask,related_searches,knowledge_graph,google_reviews,images",50,0,,63,0,0.03,LOW,74300,2025-10-02 01:07:09 +00:00,409.00,363.00,107.00,94.00,397.00,656.70,22.60,5.60,5.40,69.80,18.50,,
window tint near me,https://mrtint.ca/,"navigational,transactional","local_pack,people_also_ask,people_also_search,related_searches,images",12100,0,2.68,64,25,0.45,MEDIUM,71300000,2025-11-07 05:33:17 +00:00,409.00,363.00,107.00,94.00,397.00,212.70,72.50,17.10,16.50,40.20,32.70,0.93,3.01
window tint laws in ontario canada,https://mrtint.ca/ontariowindowtintinglaw/,"commercial,transactional","featured_snippet,people_also_ask,video,related_searches,images",1300,0,1.33,64,2,0.02,LOW,962000,2025-11-03 03:20:49 +00:00,,,,,,298.40,42.70,2.60,2.60,3.50,2.70,0.80,2.13
car tint legal,https://mrtint.ca/ontariowindowtintinglaw/,"commercial,navigational","featured_snippet,people_also_ask,images,related_searches",320,0,0.88,64,0,0.04,LOW,15800000,2025-11-23 23:58:14 +00:00,,,,,,287.60,60.10,10.70,10.40,14.10,11.10,,
window tint law,https://mrtint.ca/ontariowindowtintinglaw/,"commercial,navigational,transactional","ai_overview,people_also_ask,video,related_searches,images",320,0,0.88,64,0,0.04,LOW,7590000,2025-11-23 13:19:38 +00:00,,,,,,373.30,58.60,10.60,10.30,14.00,11.00,,
70 car tint,https://mrtint.ca/ontariowindowtintinglaw/,transactional,"people_also_ask,images,popular_products,video,related_searches",260,0,0.27,64,0,0.52,MEDIUM,28000000,2025-11-24 15:14:28 +00:00,,,,,,,,,,,,0.40,1.63
car tint guelph,https://mrtint.ca/,"commercial,navigational","local_pack,people_also_search,discussions_and_forums,people_also_ask,related_searches,images",210,0,3.39,64,0,0.77,HIGH,113000,2025-11-25 09:29:12 +00:00,409.00,363.00,107.00,94.00,397.00,261.70,74.90,31.30,29.70,198.40,182.80,0.76,4.09
window tint for cheap near me,https://mrtint.ca/,transactional,"local_pack,people_also_ask,popular_products,related_searches",170,0,2.40,64,0,0.88,HIGH,46400000,2025-12-13 18:01:21 +00:00,409.00,363.00,107.00,94.00,397.00,263.60,76.40,16.80,16.40,33.90,21.80,0.90,2.70
rear window tint,https://mrtint.ca/,transactional,"video,people_also_ask,popular_products,images,local_pack,carousel,related_searches",110,0,1.44,64,0,0.95,HIGH,14400000,2025-11-07 22:31:58 +00:00,409.00,363.00,107.00,94.00,397.00,,,,,,,0.46,2.90
window vents for car,https://mrtint.ca/windowvisors/,"transactional,commercial","popular_products,people_also_ask,video,discussions_and_forums,images,related_searches",110,0,0.44,64,0,1.00,HIGH,27300000,2025-11-28 02:02:32 +00:00,,,,,,,,,,,,0.26,0.69
precision tint,https://mrtint.ca/,"navigational,transactional","ai_overview,people_also_ask,local_pack,related_searches,images",90,0,4.79,64,0,0.13,LOW,18400000,2025-11-10 01:24:01 +00:00,409.00,363.00,107.00,94.00,397.00,157.90,74.60,35.10,34.20,48.90,28.30,1.44,3.09
window tint fredericton,https://mrtint.ca/pricing/,"commercial,navigational","local_pack,people_also_ask,related_searches",90,0,0.37,64,0,0.59,MEDIUM,26100,2025-11-29 00:09:58 +00:00,3.00,1.00,3.00,3.00,3.00,356.30,11.10,9.90,9.50,11.10,7.60,0.05,1.65
filmstar automotive solutions,https://mrtint.ca/,"navigational,commercial","people_also_ask,related_searches,knowledge_graph,google_reviews,images",70,0,,64,0,0.04,LOW,21900,2025-12-02 17:08:34 +00:00,409.00,363.00,107.00,94.00,397.00,615.10,3.20,4.20,4.10,6.20,4.70,,
window tinting ontario laws,https://mrtint.ca/ontariowindowtintinglaw/,"navigational,commercial","ai_overview,people_also_ask,video,carousel,related_searches,images",70,0,,64,0,0.00,LOW,110000,2025-12-01 14:30:27 +00:00,,,,,,434.80,31.50,2.10,2.10,2.80,2.00,,
xpel protective film,https://mrtint.ca/paint-protection-film/,"transactional,commercial","people_also_ask,video,popular_products,related_searches",50,0,2.66,64,0,1.00,HIGH,1330000,2025-11-12 20:06:13 +00:00,,,,,,439.80,7.60,0.10,0.10,0.10,0.10,0.70,2.83
what tinting is legal,https://mrtint.ca/ontariowindowtintinglaw/,"informational,navigational","ai_overview,people_also_ask,video,related_searches,images",40,0,,64,0,0.00,LOW,28600000,2025-11-11 01:31:21 +00:00,,,,,,332.80,65.80,10.90,10.60,14.60,11.40,,
tinting glass,https://mrtint.ca/,"navigational,commercial","local_pack,people_also_ask,video,popular_products,images,related_searches",1000,6,1.58,65,2,0.99,HIGH,102000000,2025-11-08 18:28:54 +00:00,409.00,363.00,107.00,94.00,397.00,408.40,93.30,9.10,8.60,1074.50,682.80,0.64,2.65
tint guys,https://mrtint.ca/,"navigational,commercial","local_pack,people_also_ask,related_searches,images",320,0,2.47,65,0,0.21,LOW,42800000,2025-11-19 08:17:49 +00:00,409.00,363.00,107.00,94.00,397.00,467.80,49.10,13.30,13.00,18.10,11.00,0.66,2.33
tint places near me,https://mrtint.ca/,"navigational,informational","local_pack,people_also_ask,related_searches,images,people_also_search",260,0,3.44,65,0,0.73,HIGH,39700000,2025-12-16 18:00:41 +00:00,409.00,363.00,107.00,94.00,397.00,242.70,66.20,12.30,12.10,597.80,582.50,0.89,3.61
tint laws,https://mrtint.ca/ontariowindowtintinglaw/,informational,"ai_overview,people_also_ask,video,people_also_search,related_searches,images",210,0,0.77,65,0,0.09,LOW,9950000,2025-12-16 23:59:13 +00:00,,,,,,283.70,42.00,8.30,8.20,11.00,8.20,0.77,2.40
15 tint car windows,https://mrtint.ca/pricing/,transactional,"ai_overview,video,people_also_ask,popular_products,discussions_and_forums,images,related_searches",140,0,0.22,65,0,0.69,HIGH,13100000,2025-12-14 10:46:24 +00:00,2.00,0.00,2.00,2.00,2.00,529.60,27.30,1.40,1.30,3.00,1.90,0.44,3.41
window tint kamloops,https://mrtint.ca/,"commercial,navigational","local_pack,people_also_ask,related_searches,images",140,0,1.75,65,0,0.60,MEDIUM,74700,2025-11-26 16:35:24 +00:00,409.00,363.00,107.00,94.00,397.00,294.90,6.10,4.60,4.50,5.00,3.40,0.72,2.15
window tinting whitby,https://mrtint.ca/,"commercial,navigational","local_pack,people_also_ask,people_also_search,related_searches",140,0,2.02,65,0,0.85,HIGH,233000,2025-12-19 09:18:23 +00:00,409.00,363.00,107.00,94.00,397.00,214.20,19.60,7.30,7.30,14.70,5.40,0.83,1.97
car window tinting brampton,https://mrtint.ca/,"commercial,navigational","local_pack,people_also_ask,video,related_searches,images",110,0,2.33,65,0,0.93,HIGH,127000,2025-12-20 13:54:33 +00:00,409.00,363.00,107.00,94.00,397.00,304.20,75.30,20.40,19.30,50.40,42.20,0.91,3.41
lazer tint,https://mrtint.ca/,transactional,"people_also_ask,google_reviews,knowledge_graph,images",110,0,,65,0,0.07,LOW,761000,2025-11-08 02:20:07 +00:00,409.00,363.00,107.00,94.00,397.00,457.10,23.50,2.50,2.40,3.10,2.20,0.88,1.69
tinted back windows,https://mrtint.ca/,"commercial,transactional","ai_overview,video,people_also_ask,discussions_and_forums,popular_products,images,related_searches",90,0,0.39,65,0,0.78,HIGH,17000000,2025-11-12 13:45:58 +00:00,409.00,363.00,107.00,94.00,397.00,521.90,14.60,0.20,0.20,1.30,1.10,0.51,1.82
window tinting st john's,https://mrtint.ca/,"commercial,navigational","local_pack,people_also_ask,related_searches,images",90,0,1.49,65,0,0.34,MEDIUM,472000,2025-11-30 13:40:34 +00:00,409.00,363.00,107.00,94.00,397.00,527.10,5.00,4.90,4.70,7.50,5.70,,
window tint dartmouth,https://mrtint.ca/,"commercial,navigational","local_pack,people_also_search,people_also_ask,related_searches,images",70,0,3.97,65,0,0.74,HIGH,98000,2025-11-11 01:11:27 +00:00,409.00,363.00,107.00,94.00,397.00,200.90,41.20,15.60,15.00,22.90,14.60,0.77,4.59
